,texto1,texto2
0,"Los Juegos Olímpicos de la Juventud son un evento deportivo, cultural y educativo para atletas jóvenes con talento.",Los Juegos Paralímpicos son una plataforma para que los atletas paralímpicos con un amplio rango de discapacidades puedan demostrar sus grandes habilidades a millones de espectadores y miles de millones de televidentes.
